ID_CURSO,TEMA_CLASSROOM,TITULO_MATERIAL,DESCRIPCION_MATERIAL,URL_GITHUB
,ROB+IA. Introducción,Índice Interactivo del Curso: Robótica e Inteligencia Artificial (HTML),Mapa mental interactivo para explorar visualmente todos los bloques de robótica y clases de IA del curso.,https://javiercursocorreo-gif.github.io/Curso-Robotica-IA-Comun/INDICE_DEL_CURSO/INDICE_DEL_CURSO.html
,ROB+IA. Introducción,"Presentación Inaugural Conjunta: Introducción General, Robótica e IA (PDF)","Diapositivas completas de la sesión inaugural conjunta: bienvenida, introducción a la robótica y primeros pasos en inteligencia artificial.",https://javiercursocorreo-gif.github.io/Curso-Robotica-IA-Comun/0.PRESENTACION_PARA_LA_PRIMERA_CLASE/0.INTRODUCCION%20CONJUNTA.pdf
